Unique_ID,State,District,Disease,Cases,Deaths,Year_Week,Month_Approx,disease_clean,Year
BH/JAH/2020/02/0020,Bihar,Jehanabad,Visceral Leishmaniasis,2,0,2020-W02,1,Visceral Leishmaniasis,2020
JH/DHN/2020/02/0021,Jharkhand,Dhanbad,Chickenpox,10,0,2020-W02,1,Chickenpox,2020
JH/ESI/2020/02/0022,Jharkhand,East Singhbum,Chickenpox,32,0,2020-W02,1,Chickenpox,2020
KN/BGK/2020/02/0023,Karnataka,Bagalkot,Chikungunya,33,0,2020-W02,1,Chikungunya,2020
KL/PTH/2020/02/0033,Kerala,Pathanamthitta,"Hepatitis (A, B, E)",54,0,2020-W02,1,"Hepatitis (A, B, E)",2020
KL/PTH/2020/02/0034,Kerala,Pathanamthitta,Chickenpox,8,0,2020-W02,1,Chickenpox,2020
HR/JJH/2020/03/0035,Haryana,Jhajjar,"Hepatitis (A, B, E)",11,0,2020-W03,1,"Hepatitis (A, B, E)",2020
HR/KUK/2020/03/0036,Haryana,Kurukshetra,Acute Gastroenteritis,99,0,2020-W03,1,Acute Gastroenteritis,2020
MH/KOP/2020/03/0037,Maharashtra,Kolhapur,Chikungunya,11,0,2020-W03,1,Chikungunya,2020
AS/SNT/2020/03/0041,Assam,Biswanath,Food Poisoning,11,0,2020-W03,1,Food Poisoning,2020
BH/PAC/2020/03/0042,Bihar,Champaran,Measles & Rubella,9,0,2020-W03,1,Measles & Rubella,2020
JH/WSI/2020/03/0043,Jharkhand,Singhbhum,Chickenpox,24,0,2020-W03,1,Chickenpox,2020
CT/DHM/2020/04/0049,Chhattisgarh,Dhamtari,Acute Diarrheal Disease,169,0,2020-W04,1,Acute Diarrheal Disease,2020
GJ/MHS/2020/04/0050,Gujarat,Mahesana,Acute Diarrheal Disease,45,0,2020-W04,1,Acute Diarrheal Disease,2020
JH/CHA/2020/04/0051,Jharkhand,Chatra,Chickenpox,42,0,2020-W04,1,Chickenpox,2020
KL/CNR/2020/04/0052,Kerala,Kannur,Food Poisoning,95,0,2020-W04,1,Food Poisoning,2020
KL/CNR/2020/04/0053,Kerala,Kannur,Food Poisoning,55,0,2020-W04,1,Food Poisoning,2020
CT/BBR/2020/04/0060,Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,6,0,2020-W04,1,Acute Diarrheal Disease,2020
HR/JJH/2020/04/0061,Haryana,Jhajjar,Chickenpox,11,0,2020-W04,1,Chickenpox,2020
JH/HAZ/2020/04/0062,Jharkhand,Hazaribagh,Food Poisoning,45,0,2020-W04,1,Food Poisoning,2020
JH/SAK/2020/04/0063,Jharkhand,Kharsawan,Chickenpox,31,2,2020-W04,1,Chickenpox,2020
JH/WSI/2020/04/0064,Jharkhand,Singhbhum,Chickenpox,10,0,2020-W04,1,Chickenpox,2020
KN/KOL/2020/04/0065,Karnataka,Kollam,Diphtheria,5,1,2020-W04,1,Diphtheria,2020
KN/MYS/2020/04/0066,Karnataka,Mysuru,Acute Diarrheal Disease,37,0,2020-W04,1,Acute Diarrheal Disease,2020
AP/VKP/2020/05/0072,Andhra Pradesh,Visakhapatnam,Acute Diarrheal Disease,13,0,2020-W05,2,Acute Diarrheal Disease,2020
AS/UAL/2020/05/0073,Assam,Udalguri,Fever (Unspecified),8,0,2020-W05,2,Fever (Unspecified),2020
CT/BAS/2020/05/0074,Chhattisgarh,Bastar,Acute Encephalitic Syndrome,6,1,2020-W05,2,Acute Encephalitic Syndrome,2020
DN/DNH/2020/05/0075,Dadra and Nagar Haveli,Nagar Haveli,Acute Diarrheal Disease,9,3,2020-W05,2,Acute Diarrheal Disease,2020
GJ/BNS/2020/05/0077,Gujarat,Banaskantha,Measles & Rubella,3,9,2020-W05,2,Measles & Rubella,2020
AP/CTR/2020/06/0100,Andhra Pradesh,Chittoor,Food Poisoning,25,0,2020-W06,2,Food Poisoning,2020
AS/DBG/2020/06/0101,Assam,Dibrugarh,Acute Diarrheal Disease,6,2,2020-W06,2,Acute Diarrheal Disease,2020
CT/BLD/2020/06/0102,Chhattisgarh,Balod,Chickenpox,29,0,2020-W06,2,Chickenpox,2020
CT/RGN/2020/06/0103,Chhattisgarh,Rajnandgaon,Chickenpox,22,0,2020-W06,2,Chickenpox,2020
AS/KRG/2020/07/0116,Assam,Karimganj,Viral/Respiratory,8,6,2020-W07,2,Viral/Respiratory,2020
GJ/BNS/2020/07/0117,Gujarat,Banaskantha,Measles & Rubella,9,0,2020-W07,2,Measles & Rubella,2020
GJ/NHS/2020/07/0118,Gujarat,Mahesana,Measles & Rubella,5,0,2020-W07,2,Measles & Rubella,2020
GJ/NHS/2020/07/0119,Gujarat,Mahesana,Measles & Rubella,10,0,2020-W07,2,Measles & Rubella,2020
MH/BNR/2020/07/0147,Maharashtra,Bhandara,Food Poisoning,5,1,2020-W07,2,Food Poisoning,2020
MH/KOP/2020/07/0148,Maharashtra,Kolhapur,Fever (Unspecified),5,2,2020-W07,2,Fever (Unspecified),2020
AS/TIN/2020/08/0152,Assam,Tinsukia,Chickenpox,16,0,2020-W08,2,Chickenpox,2020
GJ/MIS/2020/08/0153,Gujarat,Mahisagar,Food Poisoning,48,0,2020-W08,2,Food Poisoning,2020
GJ/PAT/2020/08/0154,Gujarat,Patan,"Hepatitis (A, B, E)",12,0,2020-W08,2,"Hepatitis (A, B, E)",2020
JH/GDA/2020/08/0155,Jharkhand,Godda,Measles & Rubella,9,0,2020-W08,2,Measles & Rubella,2020
RJ/AJM/2020/08/0165,Rajasthan,Ajmer,Food Poisoning,202,1,2020-W08,2,Food Poisoning,2020
TN/TVM/2020/08/0167,Tamil Nadu, Tiruvannamalai,Food Poisoning,2,2,2020-W08,2,Food Poisoning,2020
WB/MDW/2020/08/0172,West Bengal,Medinipur,Food Poisoning,2,2,2020-W08,2,Food Poisoning,2020
AS/JRT/2020/09/0,Assam,Jorhat,Enteric Fever (Typhoid),9,0,2020-W09,3,Enteric Fever (Typhoid),2020
AS/KRG/2020/10/0210,Assam,Karimganj,Measles & Rubella,5,0,2020-W10,3,Measles & Rubella,2020
BH/BUX/2020/10/0211,Bihar,Buxar,Acute Diarrheal Disease,50,0,2020-W10,3,Acute Diarrheal Disease,2020
BH/PAC/2020/10/0212,Bihar,Champaran,Measles & Rubella,23,0,2020-W10,3,Measles & Rubella,2020
CG/RGR/2020/10/0213,Chhattisgarh,Raigarh,Chickenpox,11,0,2020-W10,3,Chickenpox,2020
AR/AJW/2020/11/0246,Arunachal Pradesh,Anjaw Darrang,Food Poisoning,27,2,2020-W11,3,Food Poisoning,2020
AS/DAR/2020/11/0247,Assam,Darrang,Food Poisoning,70,0,2020-W11,3,Food Poisoning,2020
AS/LKM/2020/11/0248,Assam,Lakhimpur,Food Poisoning,16,0,2020-W11,3,Food Poisoning,2020
GJ/MHS/2020/11/0249,Gujarat,Mahesana,Measles & Rubella,7,0,2020-W11,3,Measles & Rubella,2020
BH/BHJ/2020/12/0250,Bihar,Bhojpur,Chickenpox,28,0,2020-W12,3,Chickenpox,2020
BH/BUX/2020/12/0251,Bihar,Buxar,Chickenpox,21,0,2020-W12,3,Chickenpox,2020
BH/KTH/2020/12/0252,Bihar,Katihar,Chickenpox,17,0,2020-W12,3,Chickenpox,2020
GJ/BTA/2020/12/0253,Gujarat,Botad Devbhumi,Fever (Unspecified),1,0,2020-W12,3,Fever (Unspecified),2020
KN/RNA/2020/14/256,Karnataka,Ramanagara,Acute Diarrheal Disease,62,0,2020-W14,4,Acute Diarrheal Disease,2020
MH/AKL/2020/14/257,Maharashtra,Akola,Chickenpox,10,0,2020-W14,4,Chickenpox,2020
AS/SNT/2020/15/258,Assam,Biswanath,,6,0,2020-W15,4,,2020
DN/DNH/2020/15/259,Dadra and Nagar Haveli,Nagar Haveli,Mumps,5,0,2020-W15,4,Mumps,2020
HP/KNG/2020/15/260,Himachal Pradesh,Kangra,"Hepatitis (A, B, E)",195,1,2020-W15,4,"Hepatitis (A, B, E)",2020
KN/CKR/2020/15/261,Karnataka,Chikkaballapura,Fever (Unspecified),26,0,2020-W15,4,Fever (Unspecified),2020
KN/RCR/2020/15/262,Karnataka,Raichur,Acute Diarrheal Disease,42,0,2020-W15,4,Acute Diarrheal Disease,2020
CT/RPR/2020/15/263,Chhattisgarh,Raipur,"Hepatitis (A, B, E)",9,0,2020-W15,4,"Hepatitis (A, B, E)",2020
KL/KOZ/2020/15/264,Kerala,Kozhikode,Disease (Suspected),16,0,2020-W15,4,Disease (Suspected),2020
TN/VIR/2020/15/265,Tamil Nadu,Virudhunagar,Enteric Fever (Typhoid),14,0,2020-W15,4,Enteric Fever (Typhoid),2020
TN/VEL/2020/15/266,Tamil Nadu,Vellore,Acute Diarrheal Disease,10,0,2020-W15,4,Acute Diarrheal Disease,2020
AS/KMR/2020/16/267,Assam,Kamrup,Chickenpox,7,0,2020-W16,4,Chickenpox,2020
AS/LKM/2020/16/268,Assam,Lakhimpur,Chickenpox,4,0,2020-W16,4,Chickenpox,2020
KN/KRW/2020/16/269,Karnataka,Uttar Kannad,Kyasanur Forest Disease,1,1,2020-W16,4,Kyasanur Forest Disease,2020
MH/CND/2020/16/270,Maharashtra,Chandrapur,Food Poisoning,40,0,2020-W16,4,Food Poisoning,2020
TN/NGP/2020/16/271,Tamil Nadu,Nagpur,Acute Diarrheal Disease,11,0,2020-W16,4,Acute Diarrheal Disease,2020
MH/GAD/2020/16/272,Maharashtra,Gadchiroli,Malaria,14,1,2020-W16,4,Malaria,2020
PN/POD/2020/16/273,Puducherry,Puducherry,Cholera,2,0,2020-W16,4,Cholera,2020
AS/KMR/2020/17/274,Assam,Kamrup,Enteric Fever (Typhoid),45,0,2020-W17,5,Enteric Fever (Typhoid),2020
AS/NGO/2020/17/275,Assam,Nagaon,Leptospirosis,2,1,2020-W17,5,Leptospirosis,2020
AS/DAR/2020/17/276,Assam,Darrang,Dysentery,26,0,2020-W17,5,Dysentery,2020
BH/MBN/2020/17/277,Bihar,Madhubani,Chickenpox,83,0,2020-W17,5,Chickenpox,2020
AS/SNT/2020/17/281,Assam,Biswanath,Scrub Typhus,2,0,2020-W17,5,Scrub Typhus,2020
AS/SNT/2020/17/282,Assam,Biswanath,Food Poisoning,6,0,2020-W17,5,Food Poisoning,2020
KL/ERN/2020/17/283,Kerala,Ernakulam,Dengue,17,0,2020-W17,5,Dengue,2020
AS/SBS/2020/18/284,Assam,Charaideo,Mushroom Poisoning,4,3,2020-W18,5,Mushroom Poisoning,2020
AS/SNT/2020/18/285,Assam,Biswanath,Food Poisoning,12,0,2020-W18,5,Food Poisoning,2020
AS/UAL/2020/18/286,Assam,Udalguri,Food Poisoning,17,0,2020-W18,5,Food Poisoning,2020
AS/JRT/2020/18/287,Assam,Jorhat,Chickenpox,5,0,2020-W18,5,Chickenpox,2020
KL/PLK/2020/18/296,Kerala,Palakkad,Dengue,12,0,2020-W18,5,Dengue,2020
KL/TRC/2020/18/297,Kerala,Thrissur,"Hepatitis (A, B, E)",15,0,2020-W18,5,"Hepatitis (A, B, E)",2020
MH/CND/2020/18/298,Maharashtra,Chandrapur,Malaria,35,2,2020-W18,5,Malaria,2020
GJ/SRT/2020/19/03,Gujarat,Surat,Chickenpox,14,0,2020-W19,5,Chickenpox,2020
KL/KAS/2020/19/299,Kerala,Kasaragod,Dengue,44,0,2020-W19,5,Dengue,2020
KL/KOA/2020/19/300,Kerala,Kollam,Dengue,13,1,2020-W19,5,Dengue,2020
AS/NLB/2020/19/301,Assam,Nalbari,Chickenpox,4,0,2020-W19,5,Chickenpox,2020
CT/RPR/2020/19/302,Chhattisgarh,Raipur,"Hepatitis (A, B, E)",65,0,2020-W19,5,"Hepatitis (A, B, E)",2020
KL/PTH/2020/19/304,Kerala,Pathanamthitta,Dengue,18,0,2020-W19,5,Dengue,2020
AS/DBG/2020/20/308,Assam,Dibrugarh,Acute Diarrheal Disease,21,0,2020-W20,5,Acute Diarrheal Disease,2020
AS/JRT/2020/20/309,Assam,Jorhat,Japanese Encephalitis,4,0,2020-W20,5,Japanese Encephalitis,2020
MN/BSN/2020/20/310,Manipur,Bishnupur,Acute Encephalitic Syndrome,1,0,2020-W20,5,Acute Encephalitic Syndrome,2020
OR/BAG/2020/20/311,Odisha,Bargarh,Acute Diarrheal Disease,52,0,2020-W20,5,Acute Diarrheal Disease,2020
WB/BNK/2020/20/312,West Bengal,Bankura,Food Poisoning,123,0,2020-W20,5,Food Poisoning,2020
AS/DVL/2020/20/313,Assam,Dibang valley Karbi-Anglog,Enteric Fever (Typhoid),12,0,2020-W20,5,Enteric Fever (Typhoid),2020
AS/KAD/2020/20/314,Assam,Karbi Anglong,Food Poisoning,104,0,2020-W20,5,Food Poisoning,2020
SK/GTK/2020/20/315,Sikkim,Gangtok,Acute Diarrheal Disease,71,0,2020-W20,5,Acute Diarrheal Disease,2020
UP/KSN/2020/20/316,Uttar Pradesh,Kushi Nagar,Chickenpox,6,0,2020-W20,5,Chickenpox,2020
AS/LKM/2020/21/317,Assam,Lakhimpur,Mushroom Poisoning,5,0,2020-W21,6,Mushroom Poisoning,2020
DN/DNH/2020/21/318,Dadra and Nagar Haveli,Nagar Haveli,Enteric Fever (Typhoid),174,0,2020-W21,6,Enteric Fever (Typhoid),2020
KL/MLP/2020/21/325,Kerala,Malappuram,Dengue,3,2,2020-W21,6,Dengue,2020
MH/CND/2020/21/326,Maharashtra,Chandrapur,Chikungunya,11,2,2020-W21,6,Chikungunya,2020
GJ/VAD/2020/22/328,Gujarat,Vadodara,"Hepatitis (A, B, E)",9,0,2020-W22,6,"Hepatitis (A, B, E)",2020
MH/CND/2020/22/329,Maharashtra,Chandrapur,Dengue,5,0,2020-W22,6,Dengue,2020
MH/WAS/2020/22/330,Maharashtra,Washim,Dengue,6,0,2020-W22,6,Dengue,2020
TL/ADL/2020/22/331,Telangana,Adilabad,Food Poisoning,22,0,2020-W22,6,Food Poisoning,2020
AP/VKP/2020/23/335,Andhra Pradesh,Visakhapatnam,Food Poisoning,44,1,2020-W23,6,Food Poisoning,2020
MH/KOP/2020/23/336,Maharashtra,Kolhapur,Cholera,199,0,2020-W23,6,Cholera,2020
PB/NWS/2020/23/337,Punjab,S.A.S Nagar,Acute Diarrheal Disease,37,0,2020-W23,6,Acute Diarrheal Disease,2020
GJ/BTD/2020/24/341,Gujarat,Bathinda,CCHF,1,0,2020-W24,6,CCHF,2020
HP/KNG/2020/24/342,Himachal Pradesh,Kangra,Acute Diarrheal Disease,28,0,2020-W24,6,Acute Diarrheal Disease,2020
MH/BNR/2020/24/343,Maharashtra,Bhandara,Fever (Unspecified),3,1,2020-W24,6,Fever (Unspecified),2020
MP/KHR/2020/24/344,Madhya Pradesh,Khargone,Food Poisoning,49,0,2020-W24,6,Food Poisoning,2020
GJ/SBK/2020/25/350,Gujarat,Sabarkantha,Acute Diarrheal Disease,8,0,2020-W25,7,Acute Diarrheal Disease,2020
MH/CND/2020/25/351,Maharashtra,Chandrapur,"Hepatitis (A, B, E)",28,0,2020-W25,7,"Hepatitis (A, B, E)",2020
KL/CNR/2020/25/352,Kerala,Kannur,Dengue,174,2,2020-W25,7,Dengue,2020
KL/CNR/2020/25/353,Kerala,Kannur,Dengue,94,2,2020-W25,7,Dengue,2020
MH/KOP/2020/26/355,Maharashtra,Kolhapur,Acute Diarrheal Disease,39,0,2020-W26,7,Acute Diarrheal Disease,2020
WB/HWR/2020/26/356,West Bengal,Howrah,Food Poisoning,80,0,2020-W26,7,Food Poisoning,2020
MG/EKH/2020/26/357,Meghalaya,East Khasi Hills,Food Poisoning,43,0,2020-W26,7,Food Poisoning,2020
CT/BBR/2020/27/359,Chhattisgarh,Baloda Bazar,Food Poisoning,43,0,2020-W27,7,Food Poisoning,2020
MG/EKH/2020/27/360,Meghalaya,East Khasi Hills,Acute Diarrheal Disease,4,4,2020-W27,7,Acute Diarrheal Disease,2020
MH/JGA/2020/27/361,Maharashtra,Jalgaon,Acute Diarrheal Disease,74,0,2020-W27,7,Acute Diarrheal Disease,2020
MH/KOP/2020/27/362,Maharashtra,Kolhapur,Food Poisoning,48,0,2020-W27,7,Food Poisoning,2020
TN/TNJ/2020/27/363,Tamil Nadu,Thanjavur,Acute Diarrheal Disease,57,0,2020-W27,7,Acute Diarrheal Disease,2020
AS/MAR/2020/27/364,Assam,Marigaon,Acute Encephalitic Syndrome,2,1,2020-W27,7,Acute Encephalitic Syndrome,2020
AP/VKP/2020/28/365,Andhra Pradesh,Visakhapatnam,Acute Diarrheal Disease,99,0,2020-W28,7,Acute Diarrheal Disease,2020
AS/BON/2020/28/366,Assam,Bongaigaon,Acute Encephalitic Syndrome,4,0,2020-W28,7,Acute Encephalitic Syndrome,2020
AS/DHE/2020/28/367,Assam,Dhemaji,Food Poisoning,17,0,2020-W28,7,Food Poisoning,2020
MH/AMN/2020/29/374,Maharashtra,Ahmednagar,Japanese Encephalitis,1,1,2020-W29,8,Japanese Encephalitis,2020
MH/AMN/2020/29/375,Maharashtra,Ahmednagar,Acute Encephalitic Syndrome,1,0,2020-W29,8,Acute Encephalitic Syndrome,2020
MH/AMN/2020/29/376,Maharashtra,Ahmednagar,Acute Diarrheal Disease,42,1,2020-W29,8,Acute Diarrheal Disease,2020
MH/AMN/2020/29/379,Maharashtra,Ahmednagar,Japanese Encephalitis,1,1,2020-W29,8,Japanese Encephalitis,2020
MH/AMN/2020/29/380,Maharashtra,Ahmednagar,Acute Encephalitic Syndrome,1,0,2020-W29,8,Acute Encephalitic Syndrome,2020
MH/AMN/2020/29/381,Maharashtra,Ahmednagar,Scrub Typhus,3,2,2020-W29,8,Scrub Typhus,2020
MH/AMN/2020/29/382,Maharashtra,Ahmednagar,Acute Encephalitic Syndrome,3,1,2020-W29,8,Acute Encephalitic Syndrome,2020
AS/BON/2020/30/385,Assam,Bongaigaon,Japanese Encephalitis,4,0,2020-W30,8,Japanese Encephalitis,2020
AS/KAD/2020/30/386,Assam,Karbi Anglong,Acute Encephalitic Syndrome,1,0,2020-W30,8,Acute Encephalitic Syndrome,2020
AS/LKM/2020/30/387,Assam,Lakhimpur,Acute Encephalitic Syndrome,1,0,2020-W30,8,Acute Encephalitic Syndrome,2020
AS/NCH/2020/30/388,Assam,Dima Hasao,Scrub Typhus,3,1,2020-W30,8,Scrub Typhus,2020
AS/NCH/2020/30/389,Assam,Dima Hasao,Acute Encephalitic Syndrome,1,0,2020-W30,8,Acute Encephalitic Syndrome,2020
AS/UAL/2020/30/390,Assam,Udalguri,Acute Encephalitic Syndrome,1,1,2020-W30,8,Acute Encephalitic Syndrome,2020
NG/TNS/2020/30/391,Nagaland,Tuensang,Measles & Rubella,1,0,2020-W30,8,Measles & Rubella,2020
AP/KGK/2020/31/392,Andhra Pradesh,Kurung Kumey,Scrub Typhus,21,2,2020-W31,8,Scrub Typhus,2020
AS/BON/2020/31/393,Assam,Bongaigaon,Acute Encephalitic Syndrome,2,0,2020-W31,8,Acute Encephalitic Syndrome,2020
AS/BPT/2020/31/394,Assam,Barpeta,Food Poisoning,50,0,2020-W31,8,Food Poisoning,2020
AS/CRG/2020/32/402,Assam,Chirang,Japanese Encephalitis,2,0,2020-W32,8,Japanese Encephalitis,2020
AS/KOK/2020/32/403,Assam,Kokrajhar,Japanese Encephalitis,3,0,2020-W32,8,Japanese Encephalitis,2020
AS/MAR/2020/32/404,Assam,Marigaon,Acute Encephalitic Syndrome,1,1,2020-W32,8,Acute Encephalitic Syndrome,2020
AS/SNT/2020/33/405,Assam,Biswanath,Epidemic Dropsy,26,3,2020-W33,9,Epidemic Dropsy,2020
KL/WYN/2020/33/406,Kerala,Wayanad,Acute Diarrheal Disease,31,0,2020-W33,9,Acute Diarrheal Disease,2020
OR/BSR/2020/33/407,Odisha,Balasore,Food Poisoning,24,0,2020-W33,9,Food Poisoning,2020
AS/KOK/2020/33/408,Assam,Kokrajhar,Acute Encephalitic Syndrome,1,0,2020-W33,9,Acute Encephalitic Syndrome,2020
JH/GDA/2020/34/409,Jharkhand,Godda,Acute Encephalitic Syndrome,5,0,2020-W34,9,Acute Encephalitic Syndrome,2020
KN/HAS/2020/34/410,Karnataka,Hassan,Food Poisoning,46,0,2020-W34,9,Food Poisoning,2020
AS/CRG/2020/34/411,Assam,Chirang,Acute Encephalitic Syndrome,3,0,2020-W34,9,Acute Encephalitic Syndrome,2020
AS/KAD/2020/34/412,Assam,Karbi Anglong,Acute Encephalitic Syndrome,1,0,2020-W34,9,Acute Encephalitic Syndrome,2020
JK/SHP/2020/35/414,Jammu and Kashmir,Shopian,"Hepatitis (A, B, E)",8,0,2020-W35,9,"Hepatitis (A, B, E)",2020
PB/FKT/2020/35/415,Punjab,Faridkot,Chickenpox,3,0,2020-W35,9,Chickenpox,2020
PN/PON/2020/35/416,Puducherry,Pondicherry,Scrub Typhus,1,0,2020-W35,9,Scrub Typhus,2020
AS/KOK/2020/35/417,Assam,Kokrajhar,Acute Encephalitic Syndrome,4,0,2020-W35,9,Acute Encephalitic Syndrome,2020
AS/KOK/2020/35/418,Assam,Kokrajhar,Acute Encephalitic Syndrome,2,0,2020-W35,9,Acute Encephalitic Syndrome,2020
UP/FAT/2020/35/419,Uttar Pradesh,Fatehpur,Dengue,7,0,2020-W35,9,Dengue,2020
UP/FAT/2020/35/420,Uttar Pradesh,Fatehpur,Dengue,18,1,2020-W35,9,Dengue,2020
AR/WSN/2020/36/421,Arunachal Pradesh,West Siang,Scrub Typhus,2,2,2020-W36,9,Scrub Typhus,2020
AS/CRG/2020/36/422,Assam,Chirang,Acute Encephalitic Syndrome,1,1,2020-W36,9,Acute Encephalitic Syndrome,2020
CH/BLD/2020/36/423,Chandigarh,Balod,Acute Diarrheal Disease,206,0,2020-W36,9,Acute Diarrheal Disease,2020
HR/MWT/2020/36/424,Haryana,Rupnagar,Diphtheria,27,8,2020-W36,9,Diphtheria,2020
HR/PWL/2020/37/436,Haryana,Palwal,Diphtheria,3,3,2020-W37,10,Diphtheria,2020
JH/GDA/2020/37/437,Jharkhand,Godda,Acute Encephalitic Syndrome,10,0,2020-W37,10,Acute Encephalitic Syndrome,2020
KN/HAS/2020/37/438,Karnataka,Hassan,Food Poisoning,13,0,2020-W37,10,Food Poisoning,2020
OR/BSR/2020/37/439,Odisha,Balasore,Acute Diarrheal Disease,6,0,2020-W37,10,Acute Diarrheal Disease,2020
AS/LKM/2020/37/440,Assam,Lakhimpur,Fever (Unspecified),43,0,2020-W37,10,Fever (Unspecified),2020
AS/BPT/2020/40/440,Assam,Barpeta,Food Poisoning,106,0,2020-W40,10,Food Poisoning,2020
MH/AMR/2020/40/441,Maharashtra,Amravati,Dengue,5,0,2020-W40,10,Dengue,2020
AS/DAR/2020/40/442,Assam,Darrang,Acute Encephalitic Syndrome,13,4,2020-W40,10,Acute Encephalitic Syndrome,2020
UP/BRL/2020/40/443,Uttar Pradesh,Bareilly,Diphtheria,10,3,2020-W40,10,Diphtheria,2020
AS/NCH/2020/41/444,Assam,Dima Hasao,Food Poisoning,60,0,2020-W41,11,Food Poisoning,2020
JK/KWR/2020/41/445,Jammu and Kashmir,Kupwara,Acute Diarrheal Disease,20,0,2020-W41,11,Acute Diarrheal Disease,2020
UP/FAT/2020/41/446,Uttar Pradesh,Fatehpur,Dengue,5,0,2020-W41,11,Dengue,2020
JK/KWR/2020/41/447,Jammu and Kashmir,Kupwara,"Hepatitis (A, B, E)",10,0,2020-W41,11,"Hepatitis (A, B, E)",2020
TN/VEL/2020/42/447,Tamil Nadu,Vellore,Food Poisoning,38,0,2020-W42,11,Food Poisoning,2020
AS/KOK/2020/42/448,Assam,Kokrajhar,Acute Encephalitic Syndrome,4,2,2020-W42,11,Acute Encephalitic Syndrome,2020
AS/KMM/2020/44/450,Assam,Kamrup,Acute Diarrheal Disease,21,0,2020-W44,11,Acute Diarrheal Disease,2020
AS/NGO/2020/44/451,Assam,Nagaon,Acute Diarrheal Disease,21,2,2020-W44,11,Acute Diarrheal Disease,2020
JK/SNR/2020/44/452,Jammu and Kashmir,Srinagar,Acute Diarrheal Disease,35,0,2020-W44,11,Acute Diarrheal Disease,2020
AS/NLB/2020/45/461,Assam,Nalbari,Food Poisoning,36,0,2020-W45,12,Food Poisoning,2020
NL/LON/2020/45/462,Nagaland,Longleng,Scrub Typhus,65,1,2020-W45,12,Scrub Typhus,2020
OR/SON/2020/45/463,Odisha,Sonitpur,"Hepatitis (A, B, E)",4,0,2020-W45,12,"Hepatitis (A, B, E)",2020
OR/MBJ/2020/45/464,Odisha,Mayurbhanj,Food Poisoning,26,0,2020-W45,12,Food Poisoning,2020
MH/KOP/2020/45/465,Maharashtra,Kolhapur,Chikungunya,11,0,2020-W45,12,Chikungunya,2020
MP/KHR/2020/45/466,Madhya Pradesh,Khargone,Dengue,22,0,2020-W45,12,Dengue,2020
AS/LKM/2020/46/467,Assam,Lakhimpur,Food Poisoning,31,0,2020-W46,12,Food Poisoning,2020
CH/CHD/2020/46/468,Chandigarh,Chandigarh,Dengue,11,0,2020-W46,12,Dengue,2020
KN/HAV/2020/46/469,Karnataka,Haveri,Food Poisoning,41,0,2020-W46,12,Food Poisoning,2020
KN/CKR/2020/46/470,Karnataka,Chikkaballapura,Chikungunya,15,0,2020-W46,12,Chikungunya,2020
TN/VIR/2020/46/471,Tamil Nadu,Virudhunagar,Dengue,15,0,2020-W46,12,Dengue,2020
AS/KOK/2020/46/472,Assam,Kokrajhar,Malaria,8,0,2020-W46,12,Malaria,2020
KN/HAS/2020/46/473,Karnataka,Hassan,Cholera,37,0,2020-W46,12,Cholera,2020
MH/AMN/2020/46/474,Maharashtra,Ahmednagar,Chikungunya,40,0,2020-W46,12,Chikungunya,2020
MH/AMN/2020/46/475,Maharashtra,Ahmednagar,Chikungunya,25,0,2020-W46,12,Chikungunya,2020
KL/KOZ/2020/47/477,Kerala,Kozhikode,Visceral Leishmaniasis,300,0,2020-W47,12,Visceral Leishmaniasis,2020
KL/CNR/2020/47/478,Kerala,Kannur,Visceral Leishmaniasis,1,0,2020-W47,12,Visceral Leishmaniasis,2020
MH/SIN/2020/47/479,Maharashtra,Singrauli,Leptospirosis,1,1,2020-W47,12,Leptospirosis,2020
MP/SDI/2020/47/480,Madhya Pradesh,Sidhi DISEASE District,Food Poisoning,8,1,2020-W47,12,Food Poisoning,2020
MG/EKH/2020/47/481,Meghalaya,East Khasi Hills,Scrub Typhus,19,2,2020-W47,12,Scrub Typhus,2020
MH/SIN/2020/47/482,Maharashtra,Singrauli,Leptospirosis,1,1,2020-W47,12,Leptospirosis,2020
KN/TUM/2020/48/483,Karnataka,Tumakuru,Chikungunya,30,0,2020-W48,12,Chikungunya,2020
MP/MDS/2020/48/484,Madhya Pradesh,Mandsaur,Food Poisoning,108,0,2020-W48,12,Food Poisoning,2020
MP/SNI/2020/48/485,Madhya Pradesh,Seoni,Acute Diarrheal Disease,120,0,2020-W48,12,Acute Diarrheal Disease,2020
MH/RTG/2020/48/486,Maharashtra,Ratnagiri,Cholera,65,0,2020-W48,12,Cholera,2020
OD/HAV/2020/48/487,Odisha,Haveri,Chickenpox,11,0,2020-W48,12,Chickenpox,2020
MH/NAS/2020/48/488,Maharashtra,Nashik,Chikungunya,32,0,2020-W48,12,Chikungunya,2020
MH/OSM/2020/48/489,Maharashtra,Osmanabad,Dengue,9,0,2020-W48,12,Dengue,2020
MH/OSM/2020/48/490,Maharashtra,Osmanabad,Chikungunya,7,0,2020-W48,12,Chikungunya,2020
MH/PNE/2020/48/491,Maharashtra,Pune,Dengue,16,1,2020-W48,12,Dengue,2020
MH/STA/2020/48/495,Maharashtra,Satara,Chikungunya,4,4,2020-W48,12,Chikungunya,2020
AS/DBG/2020/49/497,Assam,Dibrugarh,Food Poisoning,3,3,2020-W49,12,Food Poisoning,2020
