Unique_ID,State,District,Disease,Cases,Deaths,Year_Week,Month_Approx,disease_clean,Year
WB/PRL/2023/16/324,West Bengal,Purulia,Acute Diarrheal Disease,39,0,2023-W16,4,Acute Diarrheal Disease,2023
KL/KAS/2023/16/325,Kerala,Kasaragod,Acute Diarrheal Disease,0,0,2023-W16,4,Acute Diarrheal Disease,2023
KL/CNR/2023/16/326,Kerala,Kannur,Fever (Unspecified),1,0,2023-W16,4,Fever (Unspecified),2023
KL/CNR/2023/16/327,Kerala,Kannur,"Hepatitis (A, B, E)",25,0,2023-W16,4,"Hepatitis (A, B, E)",2023
KN/DVA/2023/16/328,Karnataka,Davangere,Measles & Rubella,14,1,2023-W16,4,Measles & Rubella,2023
CT/NRY/2023/17/331,Chhattisgarh,Narayanpur,Acute Diarrheal Disease,26,0,2023-W17,5,Acute Diarrheal Disease,2023
GJ/GAN/2023/17/332,Gujarat,Gandhinagar,Acute Diarrheal Disease,50,0,2023-W17,5,Acute Diarrheal Disease,2023
KN/BGK/2023/17/333,Karnataka,Bagalkot,Measles & Rubella,13,0,2023-W17,5,Measles & Rubella,2023
KN/CKR/2023/17/334,Karnataka,Chikkaballapura,Acute Diarrheal Disease,17,0,2023-W17,5,Acute Diarrheal Disease,2023
KN/HAS/2023/17/335,Karnataka,Hassan,Acute Diarrheal Disease,20,0,2023-W17,5,Acute Diarrheal Disease,2023
KL/MLP/2023/17/336,Kerala,Malappuram,Food Poisoning,23,0,2023-W17,5,Food Poisoning,2023
MP/MDS/2023/17/337,Madhya Pradesh,Mandsaur,Food Poisoning,125,0,2023-W17,5,Food Poisoning,2023
MH/NAN/2023/17/338,Maharashtra,Nanded,Dengue,13,0,2023-W17,5,Dengue,2023
MG/EKH/2023/17/339,Meghalaya,East Khasi Hills,Chickenpox,25,0,2023-W17,5,Chickenpox,2023
MG/RIB/2023/17/340,Meghalaya,Ri Bhoi,Rabies,1,1,2023-W17,5,Rabies,2023
OR/MBJ/2023/17/341,Odisha,Mayurbhanj,Acute Diarrheal Disease,65,0,2023-W17,5,Acute Diarrheal Disease,2023
PB/SAS/2023/17/342,Punjab,S.A.S Nagar,Acute Diarrheal Disease,22,0,2023-W17,5,Acute Diarrheal Disease,2023
TN/TNJ/2023/17/343,Tamil Nadu,Thanjavur,Acute Diarrheal Disease,18,0,2023-W17,5,Acute Diarrheal Disease,2023
TL/HYD/2023/17/344,Telangana,Hyderabad,Acute Diarrheal Disease,65,0,2023-W17,5,Acute Diarrheal Disease,2023
WB/NCP/2023/17/345,West Bengal,North,"Hepatitis (A, B, E)",93,0,2023-W17,5,"Hepatitis (A, B, E)",2023
WB/HGL/2023/17/346,West Bengal,Hooghly,Food Poisoning,77,0,2023-W17,5,Food Poisoning,2023
JH/JAT/2023/17/347,Jharkhand,Jamtara,Chickenpox,11,0,2023-W17,5,Chickenpox,2023
JH/JAT/2023/18/349,Jharkhand,Jamtara,Acute Encephalitic Syndrome,1,0,2023-W18,5,Acute Encephalitic Syndrome,2023
JH/JAT/2023/18/350,Jharkhand,Jamtara,Acute Encephalitic Syndrome,1,0,2023-W18,5,Acute Encephalitic Syndrome,2023
JH/JAT/2023/18/351,Jharkhand,Jamtara,Acute Diarrheal Disease,10,0,2023-W18,5,Acute Diarrheal Disease,2023
JH/JAT/2023/18/352,Jharkhand,Jamtara,Rabies,1,1,2023-W18,5,Rabies,2023
JH/JAT/2023/18/353,Jharkhand,Jamtara,Acute Diarrheal Disease,36,0,2023-W18,5,Acute Diarrheal Disease,2023
JH/JAT/2023/18/354,Jharkhand,Jamtara,Acute Diarrheal Disease,44,0,2023-W18,5,Acute Diarrheal Disease,2023
JH/JAT/2023/18/355,Jharkhand,Jamtara,Food Poisoning,42,0,2023-W18,5,Food Poisoning,2023
JH/JAT/2023/18/356,Jharkhand,Jamtara,Food Poisoning,53,0,2023-W18,5,Food Poisoning,2023
JH/JAT/2023/18/357,Jharkhand,Jamtara,Food Poisoning,10,0,2023-W18,5,Food Poisoning,2023
JH/JAT/2023/18/358,Jharkhand,Jamtara,Shigellosis,7,1,2023-W18,5,Shigellosis,2023
JH/JAT/2023/18/359,Jharkhand,Jamtara,Measles & Rubella,6,0,2023-W18,5,Measles & Rubella,2023
JH/JAT/2023/18/360,Jharkhand,Jamtara,Anthrax,5,0,2023-W18,5,Anthrax,2023
JH/JAT/2023/18/361,Jharkhand,Jamtara,Food Poisoning,34,0,2023-W18,5,Food Poisoning,2023
JH/JAT/2023/18/362,Jharkhand,Jamtara,Food Poisoning,50,0,2023-W18,5,Food Poisoning,2023
JH/JAT/2023/18/363,Jharkhand,Jamtara,Chickenpox,3,0,2023-W18,5,Chickenpox,2023
JH/JAT/2023/18/364,Jharkhand,Jamtara,Food Poisoning,59,0,2023-W18,5,Food Poisoning,2023
JH/JAT/2023/18/365,Jharkhand,Jamtara,Chickenpox,5,0,2023-W18,5,Chickenpox,2023
JH/JAT/2023/18/366,Jharkhand,Jamtara,Acute Flaccid Paralysis,2,0,2023-W18,5,Acute Flaccid Paralysis,2023
JH/JAT/2023/18/367,Jharkhand,Jamtara,Dengue,1,0,2023-W18,5,Dengue,2023
JH/JAT/2023/18/368,Jharkhand,Jamtara,Rash (Unspecified),4,5,2023-W18,5,Rash (Unspecified),2023
JH/JAT/2023/18/369,Jharkhand,Jamtara,Measles & Rubella,10,7,2023-W18,5,Measles & Rubella,2023
AS/KAD/2023/19/378,Assam,Karbi Anglong,Rabies,1,1,2023-W19,5,Rabies,2023
AS/MAR/2023/19/379,Assam,Marigaon,Acute Diarrheal Disease,27,0,2023-W19,5,Acute Diarrheal Disease,2023
CT/BLD/2023/19/380,Chhattisgarh,Balod,Acute Diarrheal Disease,26,0,2023-W19,5,Acute Diarrheal Disease,2023
GJ/ARL/2023/19/381,Gujarat,Amreli,Food Poisoning,95,0,2023-W19,5,Food Poisoning,2023
GJ/JNR/2023/19/382,Gujarat,Jamnagar,Acute Diarrheal Disease,35,0,2023-W19,5,Acute Diarrheal Disease,2023
HR/YNN/2023/19/383,Haryana,Yamuna Nagar,Acute Diarrheal Disease,42,0,2023-W19,5,Acute Diarrheal Disease,2023
JH/GIR/2023/19/384,Jharkhand,Giridih,Acute Diarrheal Disease,5,0,2023-W19,5,Acute Diarrheal Disease,2023
JH/KUT/2023/19/385,Jharkhand,Khunti,Chickenpox,5,0,2023-W19,5,Chickenpox,2023
JH/RMG/2023/19/386,Jharkhand,Ramgarh,Acute Diarrheal Disease,7,0,2023-W19,5,Acute Diarrheal Disease,2023
KN/BEL/2023/19/387,Karnataka,Ballari,Acute Diarrheal Disease,42,0,2023-W19,5,Acute Diarrheal Disease,2023
KL/KTM/2023/19/388,Kerala,Kottayam,Food Poisoning,7,0,2023-W19,5,Food Poisoning,2023
KL/KTM/2023/19/389,Kerala,Kottayam,Food Poisoning,120,0,2023-W19,5,Food Poisoning,2023
KL/KOA/2023/19/390,Kerala,Kollam,Dengue,51,0,2023-W19,5,Dengue,2023
KL/TRC/2023/19/391,Kerala,Thrissur,Food Poisoning,85,0,2023-W19,5,Food Poisoning,2023
KL/THI/2023/19/392,Kerala,apuram,Zika Virus,2,0,2023-W19,5,Zika Virus,2023
MG/JTH/2023/19/393,Meghalaya,Hills,Rabies,1,1,2023-W19,5,Rabies,2023
OR/BAG/2023/19/394,Odisha,Bargarh,"Hepatitis (A, B, E)",7,0,2023-W19,5,"Hepatitis (A, B, E)",2023
OR/CUT/2023/19/395,Odisha,Cuttack,Food Poisoning,28,0,2023-W19,5,Food Poisoning,2023
WB/JLP/2023/19/396,West Bengal,Alipurduar,Food Poisoning,41,0,2023-W19,5,Food Poisoning,2023
KN/BEL/2023/19/397,Karnataka,Ballari,Acute Diarrheal Disease,15,0,2023-W19,5,Acute Diarrheal Disease,2023
AS/JRT/2023/20/399,Assam,Jorhat,Dysentery,2,0,2023-W20,5,Dysentery,2023
AS/KAD/2023/20/400,Assam,Karbi Anglong,Shigellosis,15,1,2023-W20,5,Shigellosis,2023
KN/KPP/2023/20/401,Karnataka,Koppal,Cholera,35,0,2023-W20,5,Cholera,2023
KN/KPP/2023/20/402,Karnataka,Koppal,Cholera,36,0,2023-W20,5,Cholera,2023
KL/ERN/2023/20/403,Kerala,Ernakulam,Food Poisoning,70,0,2023-W20,5,Food Poisoning,2023
KL/CNR/2023/20/404,Kerala,Kannur,Food Poisoning,23,0,2023-W20,5,Food Poisoning,2023
KL/MLP/2023/20/405,Kerala,Malappuram,Food Poisoning,135,0,2023-W20,5,Food Poisoning,2023
KL/PTH/2023/20/406,Kerala,Pathanamthitta,Dengue,10,0,2023-W20,5,Dengue,2023
MP/ASH/2023/20/407,Madhya Pradesh,Ashoknagar,Rash (Unspecified),6,0,2023-W20,5,Rash (Unspecified),2023
MH/YVT/2023/20/408,Maharashtra,Yavatmal,Food Poisoning,21,0,2023-W20,5,Food Poisoning,2023
OR/JAJ/2023/20/409,Odisha,Jajpur,Food Poisoning,16,0,2023-W20,5,Food Poisoning,2023
WB/PRL/2023/20/410,West Bengal,Purulia,Acute Diarrheal Disease,30,0,2023-W20,5,Acute Diarrheal Disease,2023
WB/PRL/2023/20/411,West Bengal,Purulia,Food Poisoning,60,0,2023-W20,5,Food Poisoning,2023
CT/SGJ/2023/20/412,Chhattisgarh,Surguja,Fever (Unspecified),18,0,2023-W20,5,Fever (Unspecified),2023
GJ/SRT/2023/20/413,Gujarat,Surat,Measles & Rubella,6,0,2023-W20,5,Measles & Rubella,2023
CT/SGJ/2023/21/419,Chhattisgarh,Surguja,Fever (Unspecified),6,0,2023-W21,6,Fever (Unspecified),2023
GJ/JGH/2023/21/420,Gujarat,Junagadh,Food Poisoning,109,0,2023-W21,6,Food Poisoning,2023
JH/WSI/2023/21/421,Jharkhand,Singhbhum,Chickenpox,7,0,2023-W21,6,Chickenpox,2023
KN/DKK/2023/21/422,Karnataka,Kannada,Acute Diarrheal Disease,16,0,2023-W21,6,Acute Diarrheal Disease,2023
KN/HAV/2023/21/423,Karnataka,Haveri,Acute Diarrheal Disease,52,0,2023-W21,6,Acute Diarrheal Disease,2023
KN/RCR/2023/21/424,Karnataka,Raichur,Acute Diarrheal Disease,50,1,2023-W21,6,Acute Diarrheal Disease,2023
KN/RCR/2023/21/425,Karnataka,Raichur,Cholera,61,0,2023-W21,6,Cholera,2023
KN/RCR/2023/21/426,Karnataka,Raichur,Acute Diarrheal Disease,17,0,2023-W21,6,Acute Diarrheal Disease,2023
KL/ALP/2023/21/427,Kerala,Alappuzha,Fever (Unspecified),1,0,2023-W21,6,Fever (Unspecified),2023
KL/KOA/2023/21/428,Kerala,Kollam,Food Poisoning,15,0,2023-W21,6,Food Poisoning,2023
KL/KAS/2023/21/429,Kerala,Kasaragod,Mpox (Monkeypox),1,0,2023-W21,6,Mpox (Monkeypox),2023
KL/CNR/2023/21/430,Kerala,Kannur,Food Poisoning,43,0,2023-W21,6,Food Poisoning,2023
KL/WYN/2023/21/431,Kerala,Wayanad,Food Poisoning,46,0,2023-W21,6,Food Poisoning,2023
MP/KAT/2023/21/432,Madhya Pradesh,Kathua,Measles & Rubella,9,0,2023-W21,6,Measles & Rubella,2023
OR/KPT/2023/21/433,Odisha,Koraput,Anthrax,7,0,2023-W21,6,Anthrax,2023
UP/MHJ/2023/21/434,Uttar Pradesh,Maharajganj DISEASE District,Chickenpox,6,0,2023-W21,6,Chickenpox,2023
AP/FAT/2023/21/435,Andhra Pradesh,Fatehpur,Viral/Respiratory,32,1,2023-W21,6,Viral/Respiratory,2023
GJ/FAT/2023/21/436,Gujarat,Fatehpur,Measles & Rubella,10,0,2023-W21,6,Measles & Rubella,2023
GJ/FAT/2023/21/437,Gujarat,Fatehpur,Fever with Rash,7,0,2023-W21,6,Fever with Rash,2023
GJ/FAT/2023/21/438,Gujarat,Fatehpur,Measles & Rubella,8,0,2023-W21,6,Measles & Rubella,2023
KL/FAT/2023/21/439,Kerala,Fatehpur,Dengue,15,0,2023-W21,6,Dengue,2023
KL/FAT/2023/21/440,Kerala,Fatehpur,Dengue,5,0,2023-W21,6,Dengue,2023
AS/CCR/2023/22/445,Assam,Cachar,Rabies,1,1,2023-W22,6,Rabies,2023
AS/MAR/2023/22/446,Assam,Marigaon,Scrub Typhus,2,0,2023-W22,6,Scrub Typhus,2023
BH/SUP/2023/22/447,Bihar,Supaul,Acute Diarrheal Disease,50,0,2023-W22,6,Acute Diarrheal Disease,2023
CT/BLD/2023/22/448,Chhattisgarh,Balod,Fever (Unspecified),38,0,2023-W22,6,Fever (Unspecified),2023
JH/ESI/2023/22/449,Jharkhand,East Singhbum,Rash (Unspecified),14,0,2023-W22,6,Rash (Unspecified),2023
KN/DVA/2023/22/450,Karnataka,Davangere,Food Poisoning,15,0,2023-W22,6,Food Poisoning,2023
KN/DKK/2023/22/451,Karnataka,Kannada,Acute Diarrheal Disease,27,0,2023-W22,6,Acute Diarrheal Disease,2023
KN/KPP/2023/22/452,Karnataka,Koppal,Cholera,32,0,2023-W22,6,Cholera,2023
KN/RCR/2023/22/453,Karnataka,Raichur,Cholera,101,0,2023-W22,6,Cholera,2023
KL/ALP/2023/22/454,Kerala,Alappuzha,Dengue,22,0,2023-W22,6,Dengue,2023
KL/KAS/2023/22/455,Kerala,Kasaragod,Food Poisoning,47,0,2023-W22,6,Food Poisoning,2023
KL/KOA/2023/22/456,Kerala,Kollam,Food Poisoning,24,0,2023-W22,6,Food Poisoning,2023
KL/PLK/2023/22/457,Kerala,Palakkad,Acute Diarrheal Disease,16,0,2023-W22,6,Acute Diarrheal Disease,2023
KL/PLK/2023/22/458,Kerala,Palakkad,Food Poisoning,14,0,2023-W22,6,Food Poisoning,2023
KL/TRC/2023/22/459,Kerala,Thrissur,Food Poisoning,35,0,2023-W22,6,Food Poisoning,2023
KL/WYN/2023/22/460,Kerala,Wayanad,Food Poisoning,114,0,2023-W22,6,Food Poisoning,2023
MH/GAD/2023/22/461,Maharashtra,Gadchiroli,Malaria,19,1,2023-W22,6,Malaria,2023
MH/STA/2023/22/462,Maharashtra,Satara,Food Poisoning,101,0,2023-W22,6,Food Poisoning,2023
PB/BTD/2023/22/463,Punjab,Bathinda,Measles & Rubella,3,0,2023-W22,6,Measles & Rubella,2023
TP/UKI/2023/22/464,Tripura,Unakoti,Acute Diarrheal Disease,23,0,2023-W22,6,Acute Diarrheal Disease,2023
WB/NDA/2023/22/465,West Bengal,Nadia DISEASE District,Acute Diarrheal Disease,49,0,2023-W22,6,Acute Diarrheal Disease,2023
WB/MDW/2023/22/466,West Bengal,Medinipur,Food Poisoning,78,0,2023-W22,6,Food Poisoning,2023
AS/DAR/2023/22/467,Assam,Darrang,Acute Diarrheal Disease,7,0,2023-W22,6,Acute Diarrheal Disease,2023
AS/MAR/2023/22/468,Assam,Marigaon,Measles & Rubella,8,0,2023-W22,6,Measles & Rubella,2023
AS/TIN/2023/22/469,Assam,Tinsukia,Food Poisoning,7,0,2023-W22,6,Food Poisoning,2023
CT/NRY/2023/23/488,Chhattisgarh,Narayanpur,Acute Diarrheal Disease,5,0,2023-W23,6,Acute Diarrheal Disease,2023
GJ/VSD/2023/23/489,Gujarat,Valsad,Food Poisoning,9,0,2023-W23,6,Food Poisoning,2023
KN/BGK/2023/23/490,Karnataka,Bagalkot,Cholera,13,0,2023-W23,6,Cholera,2023
KN/BAU/2023/23/491,Karnataka,Urban,Acute Diarrheal Disease,99,0,2023-W23,6,Acute Diarrheal Disease,2023
KN/HAS/2023/23/492,Karnataka,Hassan,Acute Diarrheal Disease,12,0,2023-W23,6,Acute Diarrheal Disease,2023
KN/HAS/2023/23/493,Karnataka,Hassan,Acute Diarrheal Disease,35,0,2023-W23,6,Acute Diarrheal Disease,2023
KN/KPP/2023/23/494,Karnataka,Koppal,Cholera,34,0,2023-W23,6,Cholera,2023
KN/KPP/2023/23/495,Karnataka,Koppal,Acute Gastroenteritis,48,0,2023-W23,6,Acute Gastroenteritis,2023
KN/KPP/2023/23/496,Karnataka,Koppal,Cholera,124,1,2023-W23,6,Cholera,2023
KN/KPP/2023/23/497,Karnataka,Koppal,Acute Gastroenteritis,21,0,2023-W23,6,Acute Gastroenteritis,2023
KN/KPP/2023/23/498,Karnataka,Koppal,Cholera,27,0,2023-W23,6,Cholera,2023
KN/KPP/2023/23/499,Karnataka,Koppal,Acute Diarrheal Disease,63,0,2023-W23,6,Acute Diarrheal Disease,2023
KN/RCR/2023/23/500,Karnataka,Raichur,Acute Diarrheal Disease,21,0,2023-W23,6,Acute Diarrheal Disease,2023
KL/KOA/2023/23/501,Kerala,Kollam,Food Poisoning,13,0,2023-W23,6,Food Poisoning,2023
KL/CNR/2023/23/502,Kerala,Kannur,Acute Diarrheal Disease,30,0,2023-W23,6,Acute Diarrheal Disease,2023
KL/MLP/2023/23/503,Kerala,Malappuram,Food Poisoning,175,0,2023-W23,6,Food Poisoning,2023
KL/PKD/2023/23/504,Kerala,Palakkad,Acute Diarrheal Disease,9,0,2023-W23,6,Acute Diarrheal Disease,2023
MP/GWL/2023/23/505,Madhya Pradesh,Gwalior,Measles & Rubella,6,1,2023-W23,6,Measles & Rubella,2023
MH/YVT/2023/23/506,Maharashtra,Yavatmal,Acute Diarrheal Disease,107,0,2023-W23,6,Acute Diarrheal Disease,2023
OR/KPT/2023/23/507,Odisha,Koraput,Food Poisoning,149,0,2023-W23,6,Food Poisoning,2023
UK/GAR/2023/23/508,Uttarakhand,Garhwa,Fever (Unspecified),25,0,2023-W23,6,Fever (Unspecified),2023
UP/UNN/2023/23/509,Uttar Pradesh,Unnao,Food Poisoning,20,0,2023-W23,6,Food Poisoning,2023
GJ/SBK/2023/23/510,Gujarat,Sabarkantha,Measles & Rubella,16,0,2023-W23,6,Measles & Rubella,2023
KN/UDU/2023/23/511,Karnataka,Udupi,Acute Diarrheal Disease,3,2,2023-W23,6,Acute Diarrheal Disease,2023
AP/CDP/2023/24/514,Andhra Pradesh,Chandrapur,Acute Diarrheal Disease,23,0,2023-W24,6,Acute Diarrheal Disease,2023
AS/DHE/2023/24/515,Assam,Dhemaji,Acute Diarrheal Disease,7,0,2023-W24,6,Acute Diarrheal Disease,2023
AS/DBG/2023/24/516,Assam,Dibrugarh,Cholera,1,0,2023-W24,6,Cholera,2023
AS/LKM/2023/24/517,Assam,Lakhimpur,Rabies,1,1,2023-W24,6,Rabies,2023
BH/ARW/2023/24/518,Bihar,Arwal,Fever with Rash,5,0,2023-W24,6,Fever with Rash,2023
JK/BNP/2023/24/519,Jammu and Kashmir,Bandipora,"Hepatitis (A, B, E)",17,0,2023-W24,6,"Hepatitis (A, B, E)",2023
JK/BNP/2023/24/520,Jammu and Kashmir,Bandipora,"Hepatitis (A, B, E)",38,0,2023-W24,6,"Hepatitis (A, B, E)",2023
JH/LOH/2023/24/521,Jharkhand,Lohardaga,Acute Diarrheal Disease,5,0,2023-W24,6,Acute Diarrheal Disease,2023
KN/BEL/2023/24/522,Karnataka,Ballari,Acute Diarrheal Disease,19,0,2023-W24,6,Acute Diarrheal Disease,2023
KN/DHA/2023/24/523,Karnataka,Dharashiv,Acute Diarrheal Disease,30,0,2023-W24,6,Acute Diarrheal Disease,2023
KN/HAS/2023/24/524,Karnataka,Hassan,Acute Diarrheal Disease,30,0,2023-W24,6,Acute Diarrheal Disease,2023
KN/KPP/2023/24/525,Karnataka,Koppal,Cholera,25,0,2023-W24,6,Cholera,2023
KN/KPP/2023/24/526,Karnataka,Koppal,Acute Diarrheal Disease,48,0,2023-W24,6,Acute Diarrheal Disease,2023
KN/SHI/2023/24/527,Karnataka,Shivamogga,Cholera,124,0,2023-W24,6,Cholera,2023
KN/UDU/2023/24/528,Karnataka,Udupi,Acute Diarrheal Disease,15,0,2023-W24,6,Acute Diarrheal Disease,2023
KN/VIJ/2023/24/529,Karnataka,Vijayanagar,Rabies,1,1,2023-W24,6,Rabies,2023
MH/OSM/2023/24/530,Maharashtra,Osmanabad,Dengue,10,0,2023-W24,6,Dengue,2023
MH/SAT/2023/24/531,Maharashtra,Satna,Acute Diarrheal Disease,23,1,2023-W24,6,Acute Diarrheal Disease,2023
MH/WAS/2023/24/532,Maharashtra,Washim,Dengue,48,0,2023-W24,6,Dengue,2023
NG/LON/2023/24/533,Nagaland,Longleng,Acute Diarrheal Disease,48,0,2023-W24,6,Acute Diarrheal Disease,2023
RJ/DAU/2023/24/534,Rajasthan,Dausa,Acute Diarrheal Disease,236,0,2023-W24,6,Acute Diarrheal Disease,2023
UK/GAR/2023/24/535,Uttarakhand,Garhwa,Dysentery,20,0,2023-W24,6,Dysentery,2023
WB/SPG/2023/24/536,West Bengal,South,Acute Diarrheal Disease,97,0,2023-W24,6,Acute Diarrheal Disease,2023
KN/UDU/2023/24/537,Karnataka,Udupi,Rabies,1,1,2023-W24,6,Rabies,2023
KN/VIJ/2023/24/538,Karnataka,Vijayanagar,Acute Diarrheal Disease,41,0,2023-W24,6,Acute Diarrheal Disease,2023
AP/LSB/2023/25/541,Andhra Pradesh,Kamle,Chickenpox,17,0,2023-W25,7,Chickenpox,2023
AS/SBS/2023/25/542,Assam,Charaideo,Mushroom Poisoning,7,0,2023-W25,7,Mushroom Poisoning,2023
AS/DHE/2023/25/543,Assam,Dhemaji,Food Poisoning,16,0,2023-W25,7,Food Poisoning,2023
AS/DHE/2023/25/544,Assam,Dhemaji,Food Poisoning,4,0,2023-W25,7,Food Poisoning,2023
AS/DBG/2023/25/545,Assam,Dibrugarh,Chickenpox,22,0,2023-W25,7,Chickenpox,2023
AS/DBG/2023/25/546,Assam,Dibrugarh,Food Poisoning,7,0,2023-W25,7,Food Poisoning,2023
AS/DBG/2023/25/547,Assam,Dibrugarh,Fever (Unspecified),8,0,2023-W25,7,Fever (Unspecified),2023
BH/BUX/2023/25/548,Bihar,Buxar,Rash (Unspecified),8,0,2023-W25,7,Rash (Unspecified),2023
BH/JAM/2023/25/549,Bihar,Jammu,Acute Diarrheal Disease,15,0,2023-W25,7,Acute Diarrheal Disease,2023
BH/PAC/2023/25/550,Bihar,Champaran,Fever with Rash,2,0,2023-W25,7,Fever with Rash,2023
BH/PUC/2023/25/551,Bihar,Champaran,Measles & Rubella,11,0,2023-W25,7,Measles & Rubella,2023
BH/SWN/2023/25/552,Bihar,Siwan,Chickenpox,8,0,2023-W25,7,Chickenpox,2023
BH/SUP/2023/25/553,Bihar,Supaul,Chickenpox,7,0,2023-W25,7,Chickenpox,2023
CT/BLD/2023/25/554,Chhattisgarh,Balod,Fever (Unspecified),249,0,2023-W25,7,Fever (Unspecified),2023
CT/BLD/2023/25/555,Chhattisgarh,Balod,Acute Diarrheal Disease,16,0,2023-W25,7,Acute Diarrheal Disease,2023
CT/BAS/2023/25/556,Chhattisgarh,Bastar,Dengue,9,0,2023-W25,7,Dengue,2023
GJ/AHM/2023/25/557,Gujarat,Ahmedabad,Acute Diarrheal Disease,119,0,2023-W25,7,Acute Diarrheal Disease,2023
GJ/GAN/2023/25/558,Gujarat,Gandhinagar,Cholera,160,0,2023-W25,7,Cholera,2023
JK/SHP/2023/25/559,Jammu and Kashmir,Shopian,Mumps,14,0,2023-W25,7,Mumps,2023
JK/SHP/2023/25/560,Jammu and Kashmir,Shopian,Mumps,10,0,2023-W25,7,Mumps,2023
JH/DEO/2023/25/561,Jharkhand,Deoghar,Malaria,14,0,2023-W25,7,Malaria,2023
JH/DEO/2023/25/562,Jharkhand,Deoghar,Malaria,12,0,2023-W25,7,Malaria,2023
JH/DHN/2023/25/563,Jharkhand,Dhanbad,Chickenpox,5,0,2023-W25,7,Chickenpox,2023
JH/DMK/2023/25/564,Jharkhand,Dumka,Chickenpox,21,0,2023-W25,7,Chickenpox,2023
JH/JAT/2023/25/565,Jharkhand,Jamtara,Chickenpox,14,0,2023-W25,7,Chickenpox,2023
JH/RMG/2023/25/566,Jharkhand,Ramgarh,Measles & Rubella,5,0,2023-W25,7,Measles & Rubella,2023
JH/WSI/2023/25/567,Jharkhand,Singhbhum,Chickenpox,7,0,2023-W25,7,Chickenpox,2023
KN/BEL/2023/25/568,Karnataka,Ballari,Enteric Fever (Typhoid),47,0,2023-W25,7,Enteric Fever (Typhoid),2023
KN/BEG/2023/25/569,Karnataka,Belagavi,Acute Diarrheal Disease,24,0,2023-W25,7,Acute Diarrheal Disease,2023
KN/BDR/2023/25/570,Karnataka,Bidar,Acute Diarrheal Disease,17,0,2023-W25,7,Acute Diarrheal Disease,2023
KN/DHA/2023/25/571,Karnataka,Dharashiv,Food Poisoning,32,0,2023-W25,7,Food Poisoning,2023
KN/GUL/2023/25/572,Karnataka,Kalaburagi,Food Poisoning,30,0,2023-W25,7,Food Poisoning,2023
KN/KPP/2023/25/573,Karnataka,Koppal,Cholera,27,0,2023-W25,7,Cholera,2023
KN/SHI/2023/25/574,Karnataka,Shivamogga,Cholera,102,0,2023-W25,7,Cholera,2023
KN/CKM/2023/25/575,Karnataka,Chikkamagaluru,Dengue,14,0,2023-W25,7,Dengue,2023
KN/MNY/2023/25/576,Karnataka,Mandya,Enteric Fever (Typhoid),52,0,2023-W25,7,Enteric Fever (Typhoid),2023
KN/BEL/2023/25/577,Karnataka,Ballari,Fever (Unspecified),41,0,2023-W25,7,Fever (Unspecified),2023
KN/SHI/2023/25/578,Karnataka,Shivamogga,Rabies,1,1,2023-W25,7,Rabies,2023
KN/UDU/2023/25/579,Karnataka,Udupi,Acute Diarrheal Disease,15,0,2023-W25,7,Acute Diarrheal Disease,2023
KL/CNR/2023/25/580,Kerala,Kannur,Food Poisoning,14,0,2023-W25,7,Food Poisoning,2023
KL/THI/2023/25/581,Kerala,apuram,Zika Virus,1,0,2023-W25,7,Zika Virus,2023
MP/KAT/2023/25/582,Madhya Pradesh,Kathua,Rash (Unspecified),10,0,2023-W25,7,Rash (Unspecified),2023
MP/KHR/2023/25/583,Madhya Pradesh,Khargone,Acute Diarrheal Disease,58,0,2023-W25,7,Acute Diarrheal Disease,2023
MP/MNA/2023/25/584,Madhya Pradesh,Morena,Fever with Rash,6,0,2023-W25,7,Fever with Rash,2023
MP/NSP/2023/25/585,Madhya Pradesh,Narsinghpur,Malaria,6,0,2023-W25,7,Malaria,2023
MP/SNA/2023/25/586,Madhya Pradesh,Satna,Chickenpox,7,0,2023-W25,7,Chickenpox,2023
MH/GAD/2023/25/587,Maharashtra,Gadchiroli,Malaria,37,1,2023-W25,7,Malaria,2023
MH/HIN/2023/25/588,Maharashtra,Hingoli,Acute Diarrheal Disease,64,0,2023-W25,7,Acute Diarrheal Disease,2023
MH/KOP/2023/25/589,Maharashtra,Kolhapur,Dengue,79,0,2023-W25,7,Dengue,2023
MH/KOP/2023/25/590,Maharashtra,Kolhapur,Dengue,34,0,2023-W25,7,Dengue,2023
MH/OSM/2023/25/591,Maharashtra,Osmanabad,Chikungunya,6,0,2023-W25,7,Chikungunya,2023
MH/PNE/2023/25/592,Maharashtra,Pune,Dengue,9,0,2023-W25,7,Dengue,2023
MG/EKH/2023/25/593,Meghalaya,East Khasi Hills,Mushroom Poisoning,9,0,2023-W25,7,Mushroom Poisoning,2023
MG/WKH/2023/25/594,Meghalaya,Hills,Food Poisoning,14,0,2023-W25,7,Food Poisoning,2023
NG/DMR/2023/25/595,Nagaland,Dimapur,Dengue,68,0,2023-W25,7,Dengue,2023
OR/JAG/2023/25/596,Odisha,Jagatsinghap ur,Malaria,7,0,2023-W25,7,Malaria,2023
PB/LDH/2023/25/597,Punjab,Ludhiana,Food Poisoning,11,0,2023-W25,7,Food Poisoning,2023
PB/SAS/2023/25/598,Punjab,S.A.S Nagar,Acute Diarrheal Disease,91,0,2023-W25,7,Acute Diarrheal Disease,2023
